"URL","Page Family","Numerator","Denominator","Simplified Fraction","Decimal","Percent","Priority","Indexable","Canonical","Related Page"
"/9-14-as-a-percent-and-decimal","Percent and Decimal","9","14","9/14","0.642857142857","64.2857142857%","C","true","/9-14-as-a-percent-and-decimal","/what-is-equivalent-to-9-14-fraction"
"/what-is-equivalent-to-10-14-fraction","Equivalent Fractions","10","14","5/7","0.714285714286","71.4285714286%","C","true","/what-is-equivalent-to-10-14-fraction","/10-14-as-a-percent-and-decimal"
"/10-14-as-a-percent-and-decimal","Percent and Decimal","10","14","5/7","0.714285714286","71.4285714286%","C","true","/10-14-as-a-percent-and-decimal","/what-is-equivalent-to-10-14-fraction"
"/what-is-equivalent-to-11-14-fraction","Equivalent Fractions","11","14","11/14","0.785714285714","78.5714285714%","C","true","/what-is-equivalent-to-11-14-fraction","/11-14-as-a-percent-and-decimal"
"/11-14-as-a-percent-and-decimal","Percent and Decimal","11","14","11/14","0.785714285714","78.5714285714%","C","true","/11-14-as-a-percent-and-decimal","/what-is-equivalent-to-11-14-fraction"
"/what-is-equivalent-to-12-14-fraction","Equivalent Fractions","12","14","6/7","0.857142857143","85.7142857143%","C","true","/what-is-equivalent-to-12-14-fraction","/12-14-as-a-percent-and-decimal"
"/12-14-as-a-percent-and-decimal","Percent and Decimal","12","14","6/7","0.857142857143","85.7142857143%","C","true","/12-14-as-a-percent-and-decimal","/what-is-equivalent-to-12-14-fraction"
"/what-is-equivalent-to-13-14-fraction","Equivalent Fractions","13","14","13/14","0.928571428571","92.8571428571%","C","true","/what-is-equivalent-to-13-14-fraction","/13-14-as-a-percent-and-decimal"
"/13-14-as-a-percent-and-decimal","Percent and Decimal","13","14","13/14","0.928571428571","92.8571428571%","C","true","/13-14-as-a-percent-and-decimal","/what-is-equivalent-to-13-14-fraction"
"/what-is-equivalent-to-16-14-fraction","Equivalent Fractions","16","14","8/7","1.14285714286","114.285714286%","C","true","/what-is-equivalent-to-16-14-fraction","/16-14-as-a-percent-and-decimal"
"/16-14-as-a-percent-and-decimal","Percent and Decimal","16","14","8/7","1.14285714286","114.285714286%","C","true","/16-14-as-a-percent-and-decimal","/what-is-equivalent-to-16-14-fraction"
"/what-is-equivalent-to-18-14-fraction","Equivalent Fractions","18","14","9/7","1.28571428571","128.571428571%","C","true","/what-is-equivalent-to-18-14-fraction","/18-14-as-a-percent-and-decimal"
"/18-14-as-a-percent-and-decimal","Percent and Decimal","18","14","9/7","1.28571428571","128.571428571%","C","true","/18-14-as-a-percent-and-decimal","/what-is-equivalent-to-18-14-fraction"
"/what-is-equivalent-to-20-14-fraction","Equivalent Fractions","20","14","10/7","1.42857142857","142.857142857%","C","true","/what-is-equivalent-to-20-14-fraction","/20-14-as-a-percent-and-decimal"
"/20-14-as-a-percent-and-decimal","Percent and Decimal","20","14","10/7","1.42857142857","142.857142857%","C","true","/20-14-as-a-percent-and-decimal","/what-is-equivalent-to-20-14-fraction"
"/what-is-equivalent-to-22-14-fraction","Equivalent Fractions","22","14","11/7","1.57142857143","157.142857143%","C","true","/what-is-equivalent-to-22-14-fraction","/22-14-as-a-percent-and-decimal"
"/22-14-as-a-percent-and-decimal","Percent and Decimal","22","14","11/7","1.57142857143","157.142857143%","C","true","/22-14-as-a-percent-and-decimal","/what-is-equivalent-to-22-14-fraction"
"/what-is-equivalent-to-24-14-fraction","Equivalent Fractions","24","14","12/7","1.71428571429","171.428571429%","C","true","/what-is-equivalent-to-24-14-fraction","/24-14-as-a-percent-and-decimal"
"/24-14-as-a-percent-and-decimal","Percent and Decimal","24","14","12/7","1.71428571429","171.428571429%","C","true","/24-14-as-a-percent-and-decimal","/what-is-equivalent-to-24-14-fraction"
"/what-is-equivalent-to-1-15-fraction","Equivalent Fractions","1","15","1/15","0.0666666666667","6.66666666667%","B","true","/what-is-equivalent-to-1-15-fraction","/1-15-as-a-percent-and-decimal"
"/1-15-as-a-percent-and-decimal","Percent and Decimal","1","15","1/15","0.0666666666667","6.66666666667%","B","true","/1-15-as-a-percent-and-decimal","/what-is-equivalent-to-1-15-fraction"
"/what-is-equivalent-to-2-15-fraction","Equivalent Fractions","2","15","2/15","0.133333333333","13.3333333333%","C","true","/what-is-equivalent-to-2-15-fraction","/2-15-as-a-percent-and-decimal"
"/2-15-as-a-percent-and-decimal","Percent and Decimal","2","15","2/15","0.133333333333","13.3333333333%","C","true","/2-15-as-a-percent-and-decimal","/what-is-equivalent-to-2-15-fraction"
"/what-is-equivalent-to-4-15-fraction","Equivalent Fractions","4","15","4/15","0.266666666667","26.6666666667%","C","true","/what-is-equivalent-to-4-15-fraction","/4-15-as-a-percent-and-decimal"
"/4-15-as-a-percent-and-decimal","Percent and Decimal","4","15","4/15","0.266666666667","26.6666666667%","C","true","/4-15-as-a-percent-and-decimal","/what-is-equivalent-to-4-15-fraction"
"/what-is-equivalent-to-7-15-fraction","Equivalent Fractions","7","15","7/15","0.466666666667","46.6666666667%","C","true","/what-is-equivalent-to-7-15-fraction","/7-15-as-a-percent-and-decimal"
"/7-15-as-a-percent-and-decimal","Percent and Decimal","7","15","7/15","0.466666666667","46.6666666667%","C","true","/7-15-as-a-percent-and-decimal","/what-is-equivalent-to-7-15-fraction"
"/what-is-equivalent-to-8-15-fraction","Equivalent Fractions","8","15","8/15","0.533333333333","53.3333333333%","C","true","/what-is-equivalent-to-8-15-fraction","/8-15-as-a-percent-and-decimal"
"/8-15-as-a-percent-and-decimal","Percent and Decimal","8","15","8/15","0.533333333333","53.3333333333%","C","true","/8-15-as-a-percent-and-decimal","/what-is-equivalent-to-8-15-fraction"
"/what-is-equivalent-to-11-15-fraction","Equivalent Fractions","11","15","11/15","0.733333333333","73.3333333333%","C","true","/what-is-equivalent-to-11-15-fraction","/11-15-as-a-percent-and-decimal"
"/11-15-as-a-percent-and-decimal","Percent and Decimal","11","15","11/15","0.733333333333","73.3333333333%","C","true","/11-15-as-a-percent-and-decimal","/what-is-equivalent-to-11-15-fraction"
"/what-is-equivalent-to-13-15-fraction","Equivalent Fractions","13","15","13/15","0.866666666667","86.6666666667%","C","true","/what-is-equivalent-to-13-15-fraction","/13-15-as-a-percent-and-decimal"
"/13-15-as-a-percent-and-decimal","Percent and Decimal","13","15","13/15","0.866666666667","86.6666666667%","C","true","/13-15-as-a-percent-and-decimal","/what-is-equivalent-to-13-15-fraction"
"/what-is-equivalent-to-14-15-fraction","Equivalent Fractions","14","15","14/15","0.933333333333","93.3333333333%","C","true","/what-is-equivalent-to-14-15-fraction","/14-15-as-a-percent-and-decimal"
"/14-15-as-a-percent-and-decimal","Percent and Decimal","14","15","14/15","0.933333333333","93.3333333333%","C","true","/14-15-as-a-percent-and-decimal","/what-is-equivalent-to-14-15-fraction"
"/what-is-equivalent-to-16-15-fraction","Equivalent Fractions","16","15","16/15","1.06666666667","106.666666667%","C","true","/what-is-equivalent-to-16-15-fraction","/16-15-as-a-percent-and-decimal"
"/16-15-as-a-percent-and-decimal","Percent and Decimal","16","15","16/15","1.06666666667","106.666666667%","C","true","/16-15-as-a-percent-and-decimal","/what-is-equivalent-to-16-15-fraction"
"/what-is-equivalent-to-17-15-fraction","Equivalent Fractions","17","15","17/15","1.13333333333","113.333333333%","C","true","/what-is-equivalent-to-17-15-fraction","/17-15-as-a-percent-and-decimal"
"/17-15-as-a-percent-and-decimal","Percent and Decimal","17","15","17/15","1.13333333333","113.333333333%","C","true","/17-15-as-a-percent-and-decimal","/what-is-equivalent-to-17-15-fraction"
"/what-is-equivalent-to-19-15-fraction","Equivalent Fractions","19","15","19/15","1.26666666667","126.666666667%","C","true","/what-is-equivalent-to-19-15-fraction","/19-15-as-a-percent-and-decimal"
"/19-15-as-a-percent-and-decimal","Percent and Decimal","19","15","19/15","1.26666666667","126.666666667%","C","true","/19-15-as-a-percent-and-decimal","/what-is-equivalent-to-19-15-fraction"
"/what-is-equivalent-to-22-15-fraction","Equivalent Fractions","22","15","22/15","1.46666666667","146.666666667%","C","true","/what-is-equivalent-to-22-15-fraction","/22-15-as-a-percent-and-decimal"
"/22-15-as-a-percent-and-decimal","Percent and Decimal","22","15","22/15","1.46666666667","146.666666667%","C","true","/22-15-as-a-percent-and-decimal","/what-is-equivalent-to-22-15-fraction"
"/what-is-equivalent-to-23-15-fraction","Equivalent Fractions","23","15","23/15","1.53333333333","153.333333333%","C","true","/what-is-equivalent-to-23-15-fraction","/23-15-as-a-percent-and-decimal"
"/23-15-as-a-percent-and-decimal","Percent and Decimal","23","15","23/15","1.53333333333","153.333333333%","C","true","/23-15-as-a-percent-and-decimal","/what-is-equivalent-to-23-15-fraction"
"/what-is-equivalent-to-1-16-fraction","Equivalent Fractions","1","16","1/16","0.0625","6.25%","A","true","/what-is-equivalent-to-1-16-fraction","/1-16-as-a-percent-and-decimal"
"/1-16-as-a-percent-and-decimal","Percent and Decimal","1","16","1/16","0.0625","6.25%","A","true","/1-16-as-a-percent-and-decimal","/what-is-equivalent-to-1-16-fraction"
"/what-is-equivalent-to-2-16-fraction","Equivalent Fractions","2","16","1/8","0.125","12.5%","A","true","/what-is-equivalent-to-2-16-fraction","/2-16-as-a-percent-and-decimal"
"/2-16-as-a-percent-and-decimal","Percent and Decimal","2","16","1/8","0.125","12.5%","A","true","/2-16-as-a-percent-and-decimal","/what-is-equivalent-to-2-16-fraction"
"/what-is-equivalent-to-3-16-fraction","Equivalent Fractions","3","16","3/16","0.1875","18.75%","B","true","/what-is-equivalent-to-3-16-fraction","/3-16-as-a-percent-and-decimal"
"/3-16-as-a-percent-and-decimal","Percent and Decimal","3","16","3/16","0.1875","18.75%","B","true","/3-16-as-a-percent-and-decimal","/what-is-equivalent-to-3-16-fraction"
"/what-is-equivalent-to-5-16-fraction","Equivalent Fractions","5","16","5/16","0.3125","31.25%","B","true","/what-is-equivalent-to-5-16-fraction","/5-16-as-a-percent-and-decimal"
"/5-16-as-a-percent-and-decimal","Percent and Decimal","5","16","5/16","0.3125","31.25%","B","true","/5-16-as-a-percent-and-decimal","/what-is-equivalent-to-5-16-fraction"
"/what-is-equivalent-to-6-16-fraction","Equivalent Fractions","6","16","3/8","0.375","37.5%","A","true","/what-is-equivalent-to-6-16-fraction","/6-16-as-a-percent-and-decimal"
"/6-16-as-a-percent-and-decimal","Percent and Decimal","6","16","3/8","0.375","37.5%","A","true","/6-16-as-a-percent-and-decimal","/what-is-equivalent-to-6-16-fraction"
"/what-is-equivalent-to-7-16-fraction","Equivalent Fractions","7","16","7/16","0.4375","43.75%","B","true","/what-is-equivalent-to-7-16-fraction","/7-16-as-a-percent-and-decimal"
"/7-16-as-a-percent-and-decimal","Percent and Decimal","7","16","7/16","0.4375","43.75%","B","true","/7-16-as-a-percent-and-decimal","/what-is-equivalent-to-7-16-fraction"
"/what-is-equivalent-to-9-16-fraction","Equivalent Fractions","9","16","9/16","0.5625","56.25%","B","true","/what-is-equivalent-to-9-16-fraction","/9-16-as-a-percent-and-decimal"
"/9-16-as-a-percent-and-decimal","Percent and Decimal","9","16","9/16","0.5625","56.25%","B","true","/9-16-as-a-percent-and-decimal","/what-is-equivalent-to-9-16-fraction"
"/what-is-equivalent-to-10-16-fraction","Equivalent Fractions","10","16","5/8","0.625","62.5%","A","true","/what-is-equivalent-to-10-16-fraction","/10-16-as-a-percent-and-decimal"
"/10-16-as-a-percent-and-decimal","Percent and Decimal","10","16","5/8","0.625","62.5%","A","true","/10-16-as-a-percent-and-decimal","/what-is-equivalent-to-10-16-fraction"
"/what-is-equivalent-to-11-16-fraction","Equivalent Fractions","11","16","11/16","0.6875","68.75%","B","true","/what-is-equivalent-to-11-16-fraction","/11-16-as-a-percent-and-decimal"
"/11-16-as-a-percent-and-decimal","Percent and Decimal","11","16","11/16","0.6875","68.75%","B","true","/11-16-as-a-percent-and-decimal","/what-is-equivalent-to-11-16-fraction"
"/what-is-equivalent-to-12-16-fraction","Equivalent Fractions","12","16","3/4","0.75","75%","A","true","/what-is-equivalent-to-12-16-fraction","/12-16-as-a-percent-and-decimal"
"/12-16-as-a-percent-and-decimal","Percent and Decimal","12","16","3/4","0.75","75%","A","true","/12-16-as-a-percent-and-decimal","/what-is-equivalent-to-12-16-fraction"
"/what-is-equivalent-to-13-16-fraction","Equivalent Fractions","13","16","13/16","0.8125","81.25%","B","true","/what-is-equivalent-to-13-16-fraction","/13-16-as-a-percent-and-decimal"
"/13-16-as-a-percent-and-decimal","Percent and Decimal","13","16","13/16","0.8125","81.25%","B","true","/13-16-as-a-percent-and-decimal","/what-is-equivalent-to-13-16-fraction"
"/what-is-equivalent-to-14-16-fraction","Equivalent Fractions","14","16","7/8","0.875","87.5%","A","true","/what-is-equivalent-to-14-16-fraction","/14-16-as-a-percent-and-decimal"
"/14-16-as-a-percent-and-decimal","Percent and Decimal","14","16","7/8","0.875","87.5%","A","true","/14-16-as-a-percent-and-decimal","/what-is-equivalent-to-14-16-fraction"
"/what-is-equivalent-to-15-16-fraction","Equivalent Fractions","15","16","15/16","0.9375","93.75%","B","true","/what-is-equivalent-to-15-16-fraction","/15-16-as-a-percent-and-decimal"
"/15-16-as-a-percent-and-decimal","Percent and Decimal","15","16","15/16","0.9375","93.75%","B","true","/15-16-as-a-percent-and-decimal","/what-is-equivalent-to-15-16-fraction"
"/what-is-equivalent-to-17-16-fraction","Equivalent Fractions","17","16","17/16","1.0625","106.25%","B","true","/what-is-equivalent-to-17-16-fraction","/17-16-as-a-percent-and-decimal"
"/17-16-as-a-percent-and-decimal","Percent and Decimal","17","16","17/16","1.0625","106.25%","B","true","/17-16-as-a-percent-and-decimal","/what-is-equivalent-to-17-16-fraction"
"/what-is-equivalent-to-18-16-fraction","Equivalent Fractions","18","16","9/8","1.125","112.5%","A","true","/what-is-equivalent-to-18-16-fraction","/18-16-as-a-percent-and-decimal"
"/18-16-as-a-percent-and-decimal","Percent and Decimal","18","16","9/8","1.125","112.5%","A","true","/18-16-as-a-percent-and-decimal","/what-is-equivalent-to-18-16-fraction"
"/what-is-equivalent-to-19-16-fraction","Equivalent Fractions","19","16","19/16","1.1875","118.75%","B","true","/what-is-equivalent-to-19-16-fraction","/19-16-as-a-percent-and-decimal"
"/19-16-as-a-percent-and-decimal","Percent and Decimal","19","16","19/16","1.1875","118.75%","B","true","/19-16-as-a-percent-and-decimal","/what-is-equivalent-to-19-16-fraction"
"/what-is-equivalent-to-21-16-fraction","Equivalent Fractions","21","16","21/16","1.3125","131.25%","B","true","/what-is-equivalent-to-21-16-fraction","/21-16-as-a-percent-and-decimal"
"/21-16-as-a-percent-and-decimal","Percent and Decimal","21","16","21/16","1.3125","131.25%","B","true","/21-16-as-a-percent-and-decimal","/what-is-equivalent-to-21-16-fraction"
"/what-is-equivalent-to-22-16-fraction","Equivalent Fractions","22","16","11/8","1.375","137.5%","A","true","/what-is-equivalent-to-22-16-fraction","/22-16-as-a-percent-and-decimal"
"/22-16-as-a-percent-and-decimal","Percent and Decimal","22","16","11/8","1.375","137.5%","A","true","/22-16-as-a-percent-and-decimal","/what-is-equivalent-to-22-16-fraction"
"/what-is-equivalent-to-23-16-fraction","Equivalent Fractions","23","16","23/16","1.4375","143.75%","B","true","/what-is-equivalent-to-23-16-fraction","/23-16-as-a-percent-and-decimal"
"/23-16-as-a-percent-and-decimal","Percent and Decimal","23","16","23/16","1.4375","143.75%","B","true","/23-16-as-a-percent-and-decimal","/what-is-equivalent-to-23-16-fraction"
"/what-is-equivalent-to-25-16-fraction","Equivalent Fractions","25","16","25/16","1.5625","156.25%","B","true","/what-is-equivalent-to-25-16-fraction","/25-16-as-a-percent-and-decimal"
"/25-16-as-a-percent-and-decimal","Percent and Decimal","25","16","25/16","1.5625","156.25%","B","true","/25-16-as-a-percent-and-decimal","/what-is-equivalent-to-25-16-fraction"
"/what-is-equivalent-to-26-16-fraction","Equivalent Fractions","26","16","13/8","1.625","162.5%","B","true","/what-is-equivalent-to-26-16-fraction","/26-16-as-a-percent-and-decimal"
"/26-16-as-a-percent-and-decimal","Percent and Decimal","26","16","13/8","1.625","162.5%","B","true","/26-16-as-a-percent-and-decimal","/what-is-equivalent-to-26-16-fraction"
"/what-is-equivalent-to-27-16-fraction","Equivalent Fractions","27","16","27/16","1.6875","168.75%","C","true","/what-is-equivalent-to-27-16-fraction","/27-16-as-a-percent-and-decimal"
"/27-16-as-a-percent-and-decimal","Percent and Decimal","27","16","27/16","1.6875","168.75%","C","true","/27-16-as-a-percent-and-decimal","/what-is-equivalent-to-27-16-fraction"
"/what-is-equivalent-to-29-16-fraction","Equivalent Fractions","29","16","29/16","1.8125","181.25%","C","true","/what-is-equivalent-to-29-16-fraction","/29-16-as-a-percent-and-decimal"
"/29-16-as-a-percent-and-decimal","Percent and Decimal","29","16","29/16","1.8125","181.25%","C","true","/29-16-as-a-percent-and-decimal","/what-is-equivalent-to-29-16-fraction"
"/what-is-equivalent-to-30-16-fraction","Equivalent Fractions","30","16","15/8","1.875","187.5%","B","true","/what-is-equivalent-to-30-16-fraction","/30-16-as-a-percent-and-decimal"
"/30-16-as-a-percent-and-decimal","Percent and Decimal","30","16","15/8","1.875","187.5%","B","true","/30-16-as-a-percent-and-decimal","/what-is-equivalent-to-30-16-fraction"
"/what-is-equivalent-to-31-16-fraction","Equivalent Fractions","31","16","31/16","1.9375","193.75%","C","true","/what-is-equivalent-to-31-16-fraction","/31-16-as-a-percent-and-decimal"
"/31-16-as-a-percent-and-decimal","Percent and Decimal","31","16","31/16","1.9375","193.75%","C","true","/31-16-as-a-percent-and-decimal","/what-is-equivalent-to-31-16-fraction"
"/what-is-equivalent-to-1-17-fraction","Equivalent Fractions","1","17","1/17","0.0588235294118","5.88235294118%","B","true","/what-is-equivalent-to-1-17-fraction","/1-17-as-a-percent-and-decimal"
"/1-17-as-a-percent-and-decimal","Percent and Decimal","1","17","1/17","0.0588235294118","5.88235294118%","B","true","/1-17-as-a-percent-and-decimal","/what-is-equivalent-to-1-17-fraction"
"/what-is-equivalent-to-2-17-fraction","Equivalent Fractions","2","17","2/17","0.117647058824","11.7647058824%","C","true","/what-is-equivalent-to-2-17-fraction","/2-17-as-a-percent-and-decimal"
"/2-17-as-a-percent-and-decimal","Percent and Decimal","2","17","2/17","0.117647058824","11.7647058824%","C","true","/2-17-as-a-percent-and-decimal","/what-is-equivalent-to-2-17-fraction"
"/what-is-equivalent-to-3-17-fraction","Equivalent Fractions","3","17","3/17","0.176470588235","17.6470588235%","C","true","/what-is-equivalent-to-3-17-fraction","/3-17-as-a-percent-and-decimal"
"/3-17-as-a-percent-and-decimal","Percent and Decimal","3","17","3/17","0.176470588235","17.6470588235%","C","true","/3-17-as-a-percent-and-decimal","/what-is-equivalent-to-3-17-fraction"
"/what-is-equivalent-to-4-17-fraction","Equivalent Fractions","4","17","4/17","0.235294117647","23.5294117647%","C","true","/what-is-equivalent-to-4-17-fraction","/4-17-as-a-percent-and-decimal"
"/4-17-as-a-percent-and-decimal","Percent and Decimal","4","17","4/17","0.235294117647","23.5294117647%","C","true","/4-17-as-a-percent-and-decimal","/what-is-equivalent-to-4-17-fraction"
"/what-is-equivalent-to-5-17-fraction","Equivalent Fractions","5","17","5/17","0.294117647059","29.4117647059%","C","true","/what-is-equivalent-to-5-17-fraction","/5-17-as-a-percent-and-decimal"
"/5-17-as-a-percent-and-decimal","Percent and Decimal","5","17","5/17","0.294117647059","29.4117647059%","C","true","/5-17-as-a-percent-and-decimal","/what-is-equivalent-to-5-17-fraction"
"/what-is-equivalent-to-6-17-fraction","Equivalent Fractions","6","17","6/17","0.352941176471","35.2941176471%","C","true","/what-is-equivalent-to-6-17-fraction","/6-17-as-a-percent-and-decimal"
"/6-17-as-a-percent-and-decimal","Percent and Decimal","6","17","6/17","0.352941176471","35.2941176471%","C","true","/6-17-as-a-percent-and-decimal","/what-is-equivalent-to-6-17-fraction"
"/what-is-equivalent-to-7-17-fraction","Equivalent Fractions","7","17","7/17","0.411764705882","41.1764705882%","C","true","/what-is-equivalent-to-7-17-fraction","/7-17-as-a-percent-and-decimal"
"/7-17-as-a-percent-and-decimal","Percent and Decimal","7","17","7/17","0.411764705882","41.1764705882%","C","true","/7-17-as-a-percent-and-decimal","/what-is-equivalent-to-7-17-fraction"
"/what-is-equivalent-to-8-17-fraction","Equivalent Fractions","8","17","8/17","0.470588235294","47.0588235294%","C","true","/what-is-equivalent-to-8-17-fraction","/8-17-as-a-percent-and-decimal"
"/8-17-as-a-percent-and-decimal","Percent and Decimal","8","17","8/17","0.470588235294","47.0588235294%","C","true","/8-17-as-a-percent-and-decimal","/what-is-equivalent-to-8-17-fraction"
"/what-is-equivalent-to-9-17-fraction","Equivalent Fractions","9","17","9/17","0.529411764706","52.9411764706%","C","true","/what-is-equivalent-to-9-17-fraction","/9-17-as-a-percent-and-decimal"
"/9-17-as-a-percent-and-decimal","Percent and Decimal","9","17","9/17","0.529411764706","52.9411764706%","C","true","/9-17-as-a-percent-and-decimal","/what-is-equivalent-to-9-17-fraction"
"/what-is-equivalent-to-10-17-fraction","Equivalent Fractions","10","17","10/17","0.588235294118","58.8235294118%","C","true","/what-is-equivalent-to-10-17-fraction","/10-17-as-a-percent-and-decimal"
"/10-17-as-a-percent-and-decimal","Percent and Decimal","10","17","10/17","0.588235294118","58.8235294118%","C","true","/10-17-as-a-percent-and-decimal","/what-is-equivalent-to-10-17-fraction"
"/what-is-equivalent-to-11-17-fraction","Equivalent Fractions","11","17","11/17","0.647058823529","64.7058823529%","C","true","/what-is-equivalent-to-11-17-fraction","/11-17-as-a-percent-and-decimal"
"/11-17-as-a-percent-and-decimal","Percent and Decimal","11","17","11/17","0.647058823529","64.7058823529%","C","true","/11-17-as-a-percent-and-decimal","/what-is-equivalent-to-11-17-fraction"
"/what-is-equivalent-to-12-17-fraction","Equivalent Fractions","12","17","12/17","0.705882352941","70.5882352941%","C","true","/what-is-equivalent-to-12-17-fraction","/12-17-as-a-percent-and-decimal"
"/12-17-as-a-percent-and-decimal","Percent and Decimal","12","17","12/17","0.705882352941","70.5882352941%","C","true","/12-17-as-a-percent-and-decimal","/what-is-equivalent-to-12-17-fraction"
"/what-is-equivalent-to-13-17-fraction","Equivalent Fractions","13","17","13/17","0.764705882353","76.4705882353%","C","true","/what-is-equivalent-to-13-17-fraction","/13-17-as-a-percent-and-decimal"
"/13-17-as-a-percent-and-decimal","Percent and Decimal","13","17","13/17","0.764705882353","76.4705882353%","C","true","/13-17-as-a-percent-and-decimal","/what-is-equivalent-to-13-17-fraction"
"/what-is-equivalent-to-14-17-fraction","Equivalent Fractions","14","17","14/17","0.823529411765","82.3529411765%","C","true","/what-is-equivalent-to-14-17-fraction","/14-17-as-a-percent-and-decimal"
"/14-17-as-a-percent-and-decimal","Percent and Decimal","14","17","14/17","0.823529411765","82.3529411765%","C","true","/14-17-as-a-percent-and-decimal","/what-is-equivalent-to-14-17-fraction"
"/what-is-equivalent-to-15-17-fraction","Equivalent Fractions","15","17","15/17","0.882352941176","88.2352941176%","C","true","/what-is-equivalent-to-15-17-fraction","/15-17-as-a-percent-and-decimal"
"/15-17-as-a-percent-and-decimal","Percent and Decimal","15","17","15/17","0.882352941176","88.2352941176%","C","true","/15-17-as-a-percent-and-decimal","/what-is-equivalent-to-15-17-fraction"
"/what-is-equivalent-to-16-17-fraction","Equivalent Fractions","16","17","16/17","0.941176470588","94.1176470588%","C","true","/what-is-equivalent-to-16-17-fraction","/16-17-as-a-percent-and-decimal"
"/16-17-as-a-percent-and-decimal","Percent and Decimal","16","17","16/17","0.941176470588","94.1176470588%","C","true","/16-17-as-a-percent-and-decimal","/what-is-equivalent-to-16-17-fraction"
"/what-is-equivalent-to-1-18-fraction","Equivalent Fractions","1","18","1/18","0.0555555555556","5.55555555556%","B","true","/what-is-equivalent-to-1-18-fraction","/1-18-as-a-percent-and-decimal"
"/1-18-as-a-percent-and-decimal","Percent and Decimal","1","18","1/18","0.0555555555556","5.55555555556%","B","true","/1-18-as-a-percent-and-decimal","/what-is-equivalent-to-1-18-fraction"
"/what-is-equivalent-to-2-18-fraction","Equivalent Fractions","2","18","1/9","0.111111111111","11.1111111111%","C","true","/what-is-equivalent-to-2-18-fraction","/2-18-as-a-percent-and-decimal"
"/2-18-as-a-percent-and-decimal","Percent and Decimal","2","18","1/9","0.111111111111","11.1111111111%","C","true","/2-18-as-a-percent-and-decimal","/what-is-equivalent-to-2-18-fraction"
"/what-is-equivalent-to-3-18-fraction","Equivalent Fractions","3","18","1/6","0.166666666667","16.6666666667%","C","true","/what-is-equivalent-to-3-18-fraction","/3-18-as-a-percent-and-decimal"
"/3-18-as-a-percent-and-decimal","Percent and Decimal","3","18","1/6","0.166666666667","16.6666666667%","C","true","/3-18-as-a-percent-and-decimal","/what-is-equivalent-to-3-18-fraction"
"/what-is-equivalent-to-4-18-fraction","Equivalent Fractions","4","18","2/9","0.222222222222","22.2222222222%","C","true","/what-is-equivalent-to-4-18-fraction","/4-18-as-a-percent-and-decimal"
"/4-18-as-a-percent-and-decimal","Percent and Decimal","4","18","2/9","0.222222222222","22.2222222222%","C","true","/4-18-as-a-percent-and-decimal","/what-is-equivalent-to-4-18-fraction"
"/what-is-equivalent-to-5-18-fraction","Equivalent Fractions","5","18","5/18","0.277777777778","27.7777777778%","C","true","/what-is-equivalent-to-5-18-fraction","/5-18-as-a-percent-and-decimal"
"/5-18-as-a-percent-and-decimal","Percent and Decimal","5","18","5/18","0.277777777778","27.7777777778%","C","true","/5-18-as-a-percent-and-decimal","/what-is-equivalent-to-5-18-fraction"
"/what-is-equivalent-to-7-18-fraction","Equivalent Fractions","7","18","7/18","0.388888888889","38.8888888889%","C","true","/what-is-equivalent-to-7-18-fraction","/7-18-as-a-percent-and-decimal"
"/7-18-as-a-percent-and-decimal","Percent and Decimal","7","18","7/18","0.388888888889","38.8888888889%","C","true","/7-18-as-a-percent-and-decimal","/what-is-equivalent-to-7-18-fraction"
"/what-is-equivalent-to-8-18-fraction","Equivalent Fractions","8","18","4/9","0.444444444444","44.4444444444%","C","true","/what-is-equivalent-to-8-18-fraction","/8-18-as-a-percent-and-decimal"
"/8-18-as-a-percent-and-decimal","Percent and Decimal","8","18","4/9","0.444444444444","44.4444444444%","C","true","/8-18-as-a-percent-and-decimal","/what-is-equivalent-to-8-18-fraction"
"/what-is-equivalent-to-10-18-fraction","Equivalent Fractions","10","18","5/9","0.555555555556","55.5555555556%","C","true","/what-is-equivalent-to-10-18-fraction","/10-18-as-a-percent-and-decimal"
"/10-18-as-a-percent-and-decimal","Percent and Decimal","10","18","5/9","0.555555555556","55.5555555556%","C","true","/10-18-as-a-percent-and-decimal","/what-is-equivalent-to-10-18-fraction"
"/what-is-equivalent-to-11-18-fraction","Equivalent Fractions","11","18","11/18","0.611111111111","61.1111111111%","C","true","/what-is-equivalent-to-11-18-fraction","/11-18-as-a-percent-and-decimal"
"/11-18-as-a-percent-and-decimal","Percent and Decimal","11","18","11/18","0.611111111111","61.1111111111%","C","true","/11-18-as-a-percent-and-decimal","/what-is-equivalent-to-11-18-fraction"
"/what-is-equivalent-to-13-18-fraction","Equivalent Fractions","13","18","13/18","0.722222222222","72.2222222222%","C","true","/what-is-equivalent-to-13-18-fraction","/13-18-as-a-percent-and-decimal"
"/13-18-as-a-percent-and-decimal","Percent and Decimal","13","18","13/18","0.722222222222","72.2222222222%","C","true","/13-18-as-a-percent-and-decimal","/what-is-equivalent-to-13-18-fraction"
"/what-is-equivalent-to-14-18-fraction","Equivalent Fractions","14","18","7/9","0.777777777778","77.7777777778%","C","true","/what-is-equivalent-to-14-18-fraction","/14-18-as-a-percent-and-decimal"
"/14-18-as-a-percent-and-decimal","Percent and Decimal","14","18","7/9","0.777777777778","77.7777777778%","C","true","/14-18-as-a-percent-and-decimal","/what-is-equivalent-to-14-18-fraction"
